Contact ID,Contact Name,GHL Contact ID,CSV Amount,CSV Date,CSV Source,Correct Donation ID,Correct Donation Date,Correct Donation Campaign,Orphan Donation ID,Orphan Date,Orphan Campaign,Orphan Campaign ID,Action
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,43727,2025-02-06,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,43728,2025-01-08,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92056,2025-06-19,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92221,2025-01-05,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,100672,2025-08-14,Recurring,472,Transfer campaign then delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92090,2025-04-24,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,133993,2025-06-23,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134238,2025-05-05,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134271,2025-04-28,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134560,2025-04-14,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,43726,2025-04-09,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,43727,2025-02-06,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,43728,2025-01-08,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92056,2025-06-19,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92221,2025-01-05,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,100672,2025-08-14,Recurring,472,Transfer campaign then delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,92090,2025-04-24,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,133993,2025-06-23,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134238,2025-05-05,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134271,2025-04-28,None,,Delete
28067,sharon max,GWSoEYJeQacPHT0YrXfJ,18.00,2025-08-22,New Invoice,133674,2025-08-22,None,134560,2025-04-14,None,,Delete
32387,Mr. & Mrs. Joey Harary,ro17VYI9JQx3fs2zRZcL,5400.00,2025-08-22,New Invoice,133677,2025-08-22,None,99426,2025-08-13,CF25,254,Transfer campaign then delete
23797,Barry Kupfer,2u0cts6tqOL5G0NxOMbj,250.00,2025-08-22,New Invoice,136247,2025-08-22,946,99427,2025-08-13,CF25,254,Delete
24057,Benjamin Holczer,40dj7BQSsRWdbz6N6CKT,100.00,2025-08-22,New Invoice,136248,2025-08-22,946,99428,2025-08-13,CF25,254,Delete
30255,Rivka Yaged,MdDo6xdYZt5KspEhDvAe,25.00,2025-08-12,New Invoice,133712,2025-08-12,None,99431,2025-08-07,CF25,254,Transfer campaign then delete
34317,Philip Newman,wkxpw2BqKDzvxf0v6NxX,18.00,2025-08-12,New Invoice,133713,2025-08-12,None,100219,2025-08-07,Maos Chitim 2025,470,Transfer campaign then delete
33224,Doron Lubinsky,TrMJdmOEqkjlQOO3pUiz,72.00,2025-08-12,New Invoice,136253,2025-08-12,946,99433,2025-08-07,CF25,254,Delete
33224,Doron Lubinsky,TrMJdmOEqkjlQOO3pUiz,72.00,2025-08-12,New Invoice,136253,2025-08-12,946,136002,2025-11-05,New Invoice,946,Delete
26786,Eva Eisenberger,dPX4Lw3rV2UWkCFAWhJB,50.00,2025-08-12,New Invoice,136254,2025-08-12,946,99434,2025-08-07,CF25,254,Delete
34378,Jay Heller,wq1wl8KmUhvz2iQAdjs0,31.00,2025-08-12,New Invoice,133719,2025-08-12,None,99436,2025-08-07,CF25,254,Transfer campaign then delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,43112,2025-06-08,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,43115,2025-03-09,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,43116,2025-02-06,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,43117,2025-01-02,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100527,2025-04-07,Maos Chitim 2025,470,Transfer campaign then delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100612,2025-11-06,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100631,2025-10-15,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100650,2025-09-09,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100682,2025-08-07,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,100690,2025-07-08,Recurring,472,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,132566,2025-12-11,Monthly,854,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,132796,2025-11-10,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,132939,2025-10-20,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,133598,2025-09-17,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,133865,2025-07-24,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,134055,2025-06-13,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,134158,2025-05-14,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,134529,2025-04-14,None,,Delete
28006,Steven Trenk,GRsguwaXgXvCehGOWRa2,25.00,2025-08-12,New Invoice,133721,2025-08-12,None,134818,2025-03-12,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,51774,2025-06-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,51776,2025-04-07,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,51779,2025-01-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,100611,2025-11-06,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,100632,2025-10-15,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,100651,2025-09-09,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,100683,2025-08-07,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,100691,2025-07-08,Recurring,472,Transfer campaign then delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,132650,2025-12-09,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,132795,2025-11-10,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,132941,2025-10-20,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,133599,2025-09-17,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,133868,2025-07-24,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,134040,2025-06-13,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,134192,2025-05-06,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,134403,2025-04-15,None,,Delete
29340,Israel Sherman,k0wBxznsW2sNraVY4Uru,200.00,2025-08-12,New Invoice,133722,2025-08-12,None,134799,2025-03-13,None,,Delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,69221,2025-03-18,None,,Delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,99437,2025-08-07,CF25,254,Transfer campaign then delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,132534,2025-11-17,RH25,475,Delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,132748,2025-11-26,None,,Delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,134197,2025-05-06,None,,Delete
32063,Robert Kaufman,QTbtycs0mUUEvv8XTPZh,50.00,2025-08-12,New Invoice,133723,2025-08-12,None,134762,2025-03-21,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,99821,2025-05-31,GD25,462,Transfer campaign then delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,100154,2025-09-02,Maos Chitim 2025,470,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,100292,2025-05-01,Maos Chitim 2025,470,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,100613,2025-10-01,Recurring,472,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,100684,2025-08-03,Recurring,472,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,132680,2025-12-03,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,132825,2025-11-05,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,133218,2025-10-05,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,133641,2025-09-09,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,133944,2025-07-02,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,134071,2025-06-11,None,,Delete
28913,Mr. & Mrs. Joseph Hoch,iYwrqKrjtAOtdUeJEBS2,150.00,2025-08-12,New Invoice,133726,2025-08-12,None,134228,2025-05-05,None,,Delete
23337,Joseph Weinfeld,0LkfUNQe1xoBqor4WQ3e,10.00,2025-08-12,New Invoice,133727,2025-08-12,None,101126,2025-07-31,RH25,475,Transfer campaign then delete
32025,Mr. & Mrs. Zvi Turk,QQFjBIF4ZHNLrE9sDAqA,18.00,2025-08-12,New Invoice,133728,2025-08-12,None,100221,2025-07-31,Maos Chitim 2025,470,Transfer campaign then delete
30344,Irving Schwartz,mKSY7SrtRztJvDShEpXv,25.00,2025-08-12,New Invoice,136257,2025-08-12,946,100222,2025-07-31,Maos Chitim 2025,470,Delete
24065,Norman Maryles,44FZEalxjvnhzLODRm1H,100.00,2025-08-12,New Invoice,133732,2025-08-12,None,18772,2025-01-07,None,,Delete
24065,Norman Maryles,44FZEalxjvnhzLODRm1H,100.00,2025-08-12,New Invoice,133732,2025-08-12,None,99439,2025-07-31,CF25,254,Transfer campaign then delete
39314,Joe Hafif,STa2NdFyjOd78fbRG6aR,1000.00,2025-08-12,New Invoice,133733,2025-08-12,None,101840,2025-07-31,CF25,254,Transfer campaign then delete
31688,Harris Weingard,PVuV1fsiqo1z8YStmlkG,5.00,2025-08-12,New Invoice,136258,2025-08-12,946,99442,2025-07-31,CF25,254,Delete
27360,Eli Grodko,F8uehcvrfh00tswK6jHv,360.00,2025-08-12,New Invoice,136259,2025-08-12,946,99443,2025-07-31,CF25,254,Delete
26266,Kalman Shiloni,cHIi76inQDpEBTH8RtaE,20.00,2025-08-12,New Invoice,133738,2025-08-12,None,99445,2025-07-29,CF25,254,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,22837,2025-04-20,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,22839,2025-02-24,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,22840,2025-01-16,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,100643,2025-09-23,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,100663,2025-09-04,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,100686,2025-07-29,Recurring,472,Transfer campaign then delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,135882,2025-12-26,CH25,855,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,132671,2025-12-03,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,132896,2025-10-23,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,133433,2025-09-30,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,133636,2025-09-09,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,134122,2025-05-23,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,134311,2025-04-25,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,134734,2025-03-26,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,134864,2025-03-04,None,,Delete
24710,Evan Krisch,n7rlU8Wfy3x2upQZAA3i,150.00,2025-08-12,New Invoice,133739,2025-08-12,None,136289,2025-07-02,New Invoice,946,Delete
29846,Robert Blanco,lceSHKXF7RqI4JfKBish,101.00,2025-08-12,New Invoice,133740,2025-08-12,None,99446,2025-07-29,CF25,254,Transfer campaign then delete
29846,Robert Blanco,lceSHKXF7RqI4JfKBish,101.00,2025-08-12,New Invoice,133740,2025-08-12,None,101429,2025-10-01,RH25,475,Delete
29846,Robert Blanco,lceSHKXF7RqI4JfKBish,101.00,2025-08-12,New Invoice,133740,2025-08-12,None,133211,2025-10-05,None,,Delete
24163,Rabbi & Mrs. Samuel Bialik,4J8j8hmzExHUhLOuUN2l,25.00,2025-08-12,New Invoice,133741,2025-08-12,None,99447,2025-07-29,CF25,254,Transfer campaign then delete
24163,Rabbi & Mrs. Samuel Bialik,4J8j8hmzExHUhLOuUN2l,25.00,2025-08-12,New Invoice,133741,2025-08-12,None,101423,2025-10-02,RH25,475,Delete
24163,Rabbi & Mrs. Samuel Bialik,4J8j8hmzExHUhLOuUN2l,25.00,2025-08-12,New Invoice,133741,2025-08-12,None,135861,2025-12-26,CH25,855,Delete
24163,Rabbi & Mrs. Samuel Bialik,4J8j8hmzExHUhLOuUN2l,25.00,2025-08-12,New Invoice,133741,2025-08-12,None,133185,2025-10-17,None,,Delete
25666,Barton Scheinfeldt,aVZanGK2xBgjgeYKqPJ1,100.00,2025-08-12,New Invoice,136261,2025-08-12,946,100223,2025-07-29,Maos Chitim 2025,470,Delete
24792,Alan Ganeles,7M14wryMLekKWSRtTPel,50.00,2025-08-12,New Invoice,136262,2025-08-12,946,100224,2025-07-29,Maos Chitim 2025,470,Delete
27896,Kim Smith,GJwz1vUIXk7SEGV2Q3MS,10.00,2025-08-12,New Invoice,133745,2025-08-12,None,99449,2025-07-29,CF25,254,Transfer campaign then delete
27896,Kim Smith,GJwz1vUIXk7SEGV2Q3MS,10.00,2025-08-12,New Invoice,133745,2025-08-12,None,134121,2025-05-23,None,,Delete
27953,Mina Krumbein,goov02bBonQrIIQRy4pi,180.00,2025-08-12,New Invoice,133746,2025-08-12,None,100225,2025-07-29,Maos Chitim 2025,470,Transfer campaign then delete
29223,Alan Jemal,JRctY4p4uCJxiWHvbRrg,100.00,2025-08-12,New Invoice,136263,2025-08-12,946,99451,2025-07-29,CF25,254,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99376,2025-09-01,Bergen25,458,Transfer campaign then delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99387,2025-09-30,Bergen25,458,Transfer campaign then delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99418,2025-07-29,CF25,254,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99835,2025-05-29,GD25,462,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99836,2025-04-29,GD25,462,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99871,2025-03-31,GD25,462,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,99992,2025-02-25,GD25,462,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,132678,2025-12-03,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,132864,2025-10-31,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,133281,2025-10-05,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,133642,2025-09-09,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,133943,2025-07-02,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,134093,2025-06-04,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,134239,2025-05-05,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,134627,2025-04-09,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,134834,2025-03-12,None,,Delete
31937,Mr. & Mrs. Norman Schmutter,qJW9xz4h2CtyWHuk4Nh9,1800.00,2025-08-12,New Invoice,133750,2025-08-12,None,134861,2025-03-04,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,104378,2025-01-10,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,99947,2025-03-18,GD25,462,Transfer campaign then delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,100005,2025-02-24,GD25,462,Transfer campaign then delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,100711,2025-06-25,Recurring,472,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,101615,2025-08-18,RMKSPL25,477,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,101617,2025-07-17,RMKSPL25,477,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,133658,2025-08-25,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,133958,2025-07-02,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,134134,2025-05-21,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,134338,2025-04-15,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,134770,2025-03-21,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,100.00,2025-08-05,New Invoice,133809,2025-08-05,None,134874,2025-03-04,None,,Delete
29574,Patrick Clark,kmZHJ2LdWgy6SHFKEZnH,135.00,2025-08-05,New Invoice,133810,2025-08-05,None,101618,2025-07-17,RMKSPL25,477,Transfer campaign then delete
27856,Stanley Saal,ggLMwdD9a2Sjgi5BJd4G,50.00,2025-08-05,New Invoice,133811,2025-08-05,None,100226,2025-07-17,Maos Chitim 2025,470,Transfer campaign then delete
27128,Gerald Unger,elThEhCofT7djiRD9hTR,180.00,2025-08-05,New Invoice,136269,2025-08-05,946,100229,2025-07-17,Maos Chitim 2025,470,Delete
33149,Martin Herzberg,tLjtoIJrpk2L8ftuy5AV,50.00,2025-08-05,New Invoice,133815,2025-08-05,None,100231,2025-07-17,Maos Chitim 2025,470,Transfer campaign then delete
34856,Josef Hartmann,XxeNd22YrpkeAIFS5STk,10.00,2025-08-05,New Invoice,133816,2025-08-05,None,99454,2025-07-17,CF25,254,Transfer campaign then delete
24209,Sidney Zelman,4Pp4jNgMIuJMqls54HoD,10.00,2025-08-05,New Invoice,133818,2025-08-05,None,99456,2025-07-17,CF25,254,Transfer campaign then delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,101613,2025-09-14,RMKSPL25,477,Transfer campaign then delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,101614,2025-09-04,RMKSPL25,477,Transfer campaign then delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,101619,2025-07-17,RMKSPL25,477,Transfer campaign then delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,101622,2025-06-23,RMKSPL25,477,Transfer campaign then delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,132728,2025-12-01,None,,Delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,133589,2025-09-17,None,,Delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,133635,2025-09-09,None,,Delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,133965,2025-07-02,None,,Delete
24673,Robert Neuman,6yw7NqQmSgLMKqvtDBEz,300.00,2025-08-05,New Invoice,133819,2025-08-05,None,134113,2025-05-23,None,,Delete
