constituent_id,amount,date_added,campaign_id,fund_id,payment_method,category
2811,25,1998-12-29T13:22:17-05:00,5,4,Cash,Donation
2811,35,2000-01-03T08:53:03-05:00,5,4,Cash,Donation
2811,25,2000-12-21T11:46:01-05:00,5,4,Cash,Donation
2811,25,2001-12-03T09:19:41-05:00,5,4,Cash,Donation
11765,75,2002-05-02T09:16:52-04:00,5,16,Cash,Donation
4556,10,2000-10-26T14:06:26-04:00,5,4,Cash,Donation
4556,25,2001-12-03T09:45:44-05:00,5,4,Cash,Donation
4556,10,2002-11-04T14:47:36-05:00,5,4,Cash,Donation
4556,10,2003-06-03T14:48:56-04:00,5,14,Cash,Donation
4556,10,2004-01-05T13:27:47-05:00,5,4,Cash,Donation
4556,10,2004-07-30T10:38:51-04:00,5,14,Cash,Donation
4556,10,2004-11-24T10:30:25-05:00,5,4,Cash,Donation
4556,25,2005-12-29T23:33:23-05:00,5,4,Cash,Donation
2819,25,1998-12-29T13:24:12-05:00,5,4,Cash,Donation
2819,25,2000-01-03T08:53:32-05:00,5,4,Cash,Donation
2819,25,2000-12-06T11:28:23-05:00,5,4,Cash,Donation
2819,25,2001-12-03T09:20:59-05:00,5,4,Cash,Donation
2819,35,2002-12-05T13:26:30-05:00,5,4,Cash,Donation
2819,25,2004-01-05T12:02:01-05:00,5,4,Cash,Donation
2819,25,2004-11-24T10:10:52-05:00,5,4,Cash,Donation
2819,20,2005-11-30T02:48:10-05:00,5,4,Cash,Donation
2824,10,1998-12-29T13:23:39-05:00,5,4,Cash,Donation
2824,10,1999-12-31T14:25:17-05:00,5,4,Cash,Donation
2824,10,2000-12-06T11:29:14-05:00,5,4,Cash,Donation
2824,10,2001-12-03T09:21:33-05:00,5,4,Cash,Donation
5873,90,1999-07-06T09:13:35-04:00,5,12,Cash,Donation
5637,20,2000-12-06T11:30:11-05:00,5,4,Cash,Donation
5637,25,2001-12-26T10:18:00-05:00,5,4,Cash,Donation
5637,25,2002-12-05T11:39:10-05:00,5,4,Cash,Donation
5637,25,2004-01-05T13:28:13-05:00,5,4,Cash,Donation
5637,25,2004-11-24T10:33:34-05:00,5,4,Cash,Donation
5637,25,2005-12-29T23:50:03-05:00,5,4,Cash,Donation
2827,15,1998-12-29T13:24:43-05:00,5,4,Cash,Donation
2827,15,2000-02-01T10:24:11-05:00,5,4,Cash,Donation
2827,15,2001-01-30T13:39:15-05:00,5,4,Cash,Donation
2827,15,2001-12-26T09:57:03-05:00,5,4,Cash,Donation
2827,15,2002-12-05T13:26:58-05:00,5,4,Cash,Donation
11767,50,2002-11-04T15:07:18-05:00,5,16,Cash,Donation
11767,50,2003-03-28T14:26:00-05:00,5,16,Cash,Donation
5124,200,1999-08-03T09:59:15-04:00,5,12,Cash,Donation
5124,100,2000-06-14T12:08:54-04:00,5,12,Cash,Donation
5124,50,2002-08-30T16:36:00-04:00,5,12,Cash,Donation
5124,100,2003-06-03T14:52:23-04:00,5,12,Cash,Donation
5124,100,2004-06-01T12:17:20-04:00,5,12,Cash,Donation
5124,50,2005-04-25T13:39:29-04:00,5,12,Cash,Donation
5124,100,2006-07-19T15:29:07.923-04:00,5,7,Cash,Donation
5124,100,2007-07-11T13:56:46.937-04:00,5,12,Cash,Donation
5124,100,2008-05-19T14:02:24.247-04:00,5,12,Cash,Donation
4956,10,2000-04-04T10:49:03-04:00,5,4,Cash,Donation
4956,10,2001-01-30T13:39:51-05:00,5,4,Cash,Donation
4956,10,2001-12-26T09:56:28-05:00,5,4,Cash,Donation
4956,10,2003-01-06T09:44:15-05:00,5,4,Cash,Donation
4956,10,2004-02-10T09:57:02-05:00,5,4,Cash,Donation
4956,10,2004-12-31T14:23:54-05:00,5,4,Cash,Donation
7,10000,2001-04-20T16:09:23-04:00,6,11,Cash,Donation
11158,10,2002-08-30T16:24:39-04:00,6,24,Cash,Donation
119,750,2002-08-30T16:22:00-04:00,6,54,Cash,Donation
4448,1000,1999-08-23T11:23:27-04:00,6,42,Cash,Pledge
11947,1000,2002-11-14T10:30:56-05:00,6,24,Cash,GiftInKind
2756,50,1998-10-26T10:55:54-05:00,6,24,Cash,Donation
2756,50,2002-08-05T09:35:13-04:00,6,24,Cash,Donation
1309,100,2000-04-27T15:32:17-04:00,6,24,Cash,Donation
1309,50,2000-09-28T11:58:06-04:00,6,24,Cash,Donation
7709,50,1998-10-26T11:25:45-05:00,6,24,Cash,Donation
4448,1000,1999-08-23T11:00:10-04:00,6,42,Cash,Donation
2819,50,2002-08-05T10:08:20-04:00,6,24,Cash,Donation
2819,25,2007-03-06T11:48:22.33-05:00,6,24,Cash,Donation
9981,100,2000-04-04T10:32:38-04:00,6,24,Cash,Donation
9981,100,2002-08-05T10:12:37-04:00,6,24,Cash,Donation
9981,100,2003-09-08T13:33:26-04:00,6,24,Cash,Donation
9981,100,2004-07-30T11:15:37-04:00,6,24,Cash,Donation
11330,105,2001-10-31T16:14:59-05:00,6,52,Cash,Donation
2088,25,2001-12-03T10:28:14-05:00,7,51,Cash,Donation
4956,10,2008-02-22T10:32:42.703-05:00,9,1,Cash,Donation
7709,50,2015-12-23T14:11:10.293-05:00,,90,Cash,Donation
7709,50,2018-12-28T15:02:38.897-05:00,,90,Cash,Donation
45970,60,2018-04-10T16:38:30.703-04:00,,78,Cash,Donation
6217,250,2014-03-21T11:15:24.33-04:00,,78,Cash,Donation
6217,250,2015-05-15T17:38:58.997-04:00,,78,Cash,Donation
6217,120,2017-03-20T17:38:26.483-04:00,,82,CreditCard,Donation
4375,200,2007-06-19T13:12:34.687-04:00,5,16,Cash,Donation
4405,100,1999-02-10T10:22:48-05:00,5,16,Cash,Donation
4405,100,2000-02-25T11:23:05-05:00,5,16,Cash,Donation
4405,100,2001-03-01T14:06:38-05:00,5,16,Cash,Donation
4405,100,2002-05-02T09:13:16-04:00,5,16,Cash,Donation
4405,100,2003-03-28T14:21:50-05:00,5,16,Cash,Donation
4405,100,2004-02-27T10:51:14-05:00,5,16,Cash,Donation
4405,100,2005-03-01T14:52:06-05:00,5,16,Cash,Donation
4405,100,2006-11-29T10:11:57.56-05:00,5,16,Cash,Donation
6217,100,1998-03-03T08:43:34-05:00,5,16,Cash,Donation
6217,100,2005-03-01T14:55:45-05:00,5,16,Cash,Donation
6217,150,2007-05-15T12:32:54.78-04:00,5,16,Cash,Donation
6217,250,2009-04-20T11:32:24.117-04:00,5,16,Cash,Donation
6217,142.5,2010-03-08T15:26:32.18-05:00,,82,Cash,Donation
6217,250,2011-03-16T15:54:55.557-04:00,,78,Cash,Donation
5869,50,1997-11-02T00:00:00-05:00,1,,Cash,Donation
5869,40,2002-07-25T10:24:02-04:00,1,,Cash,GiftInKind
3435,100,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2784,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2784,20,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2784,75,2008-01-18T16:02:31.667-05:00,1,,Cash,Donation
2784,75,2010-01-06T11:47:23.363-05:00,1,,Cash,Donation
2784,75,2010-12-01T11:24:48.273-05:00,1,,Cash,Donation
2784,75,2011-12-02T10:52:32.387-05:00,1,,Cash,Donation
2784,75,2013-01-03T19:19:06.807-05:00,1,,Cash,Donation
2784,75,2013-12-19T16:18:59.27-05:00,1,,Cash,Donation
2784,75,2014-12-30T11:33:03.89-05:00,1,,Cash,Donation
2784,75,2019-12-31T16:36:22.66-05:00,1,,Cash,Donation
2784,35,2020-12-18T22:28:34.367-05:00,1,,Cash,Donation
2784,35,2021-12-27T16:53:32.17-05:00,1,,Cash,Donation
7525,500,1998-12-02T09:52:31-05:00,1,,Cash,Donation
7525,500,2000-02-01T12:27:49-05:00,1,,Cash,Donation
1463,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
1463,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
1463,25,2008-01-18T14:27:49.493-05:00,1,,Cash,Donation
1463,25,2009-12-21T14:23:41.923-05:00,1,,Cash,Donation
1463,25,2011-03-16T15:44:11.483-04:00,1,,Cash,Donation
1473,50,1997-11-02T00:00:00-05:00,1,,Cash,Donation
1473,5,2011-02-16T10:17:47.393-05:00,1,,Cash,Donation
1473,600,2014-12-30T11:26:06.227-05:00,1,,Cash,GiftInKind
1473,28.49,2015-08-03T16:04:17.45-04:00,1,,Cash,GiftInKind
1473,600,2016-01-07T13:42:06.503-05:00,1,,Cash,GiftInKind
1473,22,2016-10-31T14:28:27.28-04:00,1,,Cash,GiftInKind
1473,600,2017-01-24T14:07:32.01-05:00,1,,Cash,GiftInKind
1473,112.29,2017-05-04T16:05:40.817-04:00,1,,Cash,GiftInKind
1473,600,2019-01-16T11:38:58.427-05:00,1,,Cash,GiftInKind
1473,600,2020-01-24T15:58:55.837-05:00,1,,Cash,GiftInKind
1473,0,2021-01-13T18:42:16.547-05:00,1,,Cash,Donation
1473,600,2021-01-19T11:55:07.45-05:00,1,,Cash,GiftInKind
1473,600,2022-01-26T23:15:24.07-05:00,1,,Cash,GiftInKind
1473,600,2023-12-31T16:09:01.687-05:00,1,,Cash,GiftInKind
1473,600,2025-01-13T22:45:37.57-05:00,1,,Cash,GiftInKind
2788,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2788,50,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2788,50,2010-12-01T12:05:14.663-05:00,1,,Cash,Donation
4128,5,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4128,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4128,10,1997-11-02T00:00:00-05:00,1,,Cash,Donation
10308,100,2011-12-15T19:42:02.433-05:00,1,,Cash,Donation
4182,400,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,15,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,600,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,600,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,600,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,250,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,1000,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4182,1344.38,1997-12-02T12:05:29-05:00,1,,Cash,Stock
4182,1437.5,1998-07-23T10:14:50-04:00,1,,Cash,Stock
4182,1817.62,1999-07-05T16:43:32-04:00,1,,Cash,Stock
4182,2658,2000-09-20T15:42:00-04:00,1,,Cash,Stock
4182,1542,2003-03-11T12:09:08-05:00,1,,Cash,Stock
4182,212.09,2004-10-19T15:53:25-04:00,1,,Cash,GiftInKind
4182,203.61,2005-01-12T11:38:04-05:00,1,,Cash,GiftInKind
4182,1678.16,2005-01-12T11:38:47-05:00,1,,Cash,Stock
4182,100,2007-01-03T09:53:57.54-05:00,1,,Cash,Donation
4182,100,2008-02-22T10:34:52.187-05:00,1,,Cash,Donation
4182,500,2009-12-18T15:50:06.917-05:00,1,,Cash,Donation
6545,500,2010-09-15T14:50:23.52-04:00,1,,Cash,Donation
11834,100,2011-12-15T18:33:00.533-05:00,1,,CreditCard,Donation
2796,10,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2796,10,1997-11-02T00:00:00-05:00,1,,Cash,Donation
7684,20000,1998-09-08T09:48:33-04:00,1,,Cash,Donation
4547,50,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4547,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4067,10,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4224,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4224,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4224,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4224,25,1997-11-02T00:00:00-05:00,1,,Cash,Donation
4231,15,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2802,3,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2802,10,1997-11-02T00:00:00-05:00,1,,Cash,Donation
2802,15,1997-11-02T00:00:00-05:00,1,,Cash,Donation
3402,50,1997-11-02T00:00:00-05:00,1,,Cash,Donation
3402,50,2007-01-03T09:39:14.807-05:00,1,,Cash,Donation
965,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1463,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,25,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1473,10,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1555,100,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4175,50,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4175,20,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4175,25,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4175,25,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,1000,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,1000,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,1000,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,2,,Cash,Donation
4182,500,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1615,25,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1615,50,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
1807,15,1997-11-02T00:00:00-05:00,2,,Cash,Donation
2784,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,50,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2784,50,1997-12-15T09:24:06-05:00,4,,Cash,Donation
2784,100,1998-12-29T13:12:45-05:00,4,,Cash,Donation
2784,75,2000-01-03T08:52:37-05:00,4,,Cash,Donation
2784,75,2000-12-21T11:44:42-05:00,4,,Cash,Donation
2784,75,2001-12-03T09:12:34-05:00,4,,Cash,Donation
2784,50,2002-12-05T13:17:42-05:00,4,,Cash,Donation
2784,75,2004-01-05T12:15:46-05:00,4,,Cash,Donation
2784,75,2004-11-24T10:13:49-05:00,4,,Cash,Donation
1473,600,2017-12-20T14:34:00.93-05:00,4,,Cash,GiftInKind
3754,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2788,25,1997-12-15T10:00:33-05:00,4,,Cash,Donation
2788,25,1998-12-29T13:13:20-05:00,4,,Cash,Donation
2788,25,2000-01-03T08:54:58-05:00,4,,Cash,Donation
2788,25,2000-12-06T11:08:39-05:00,4,,Cash,Donation
2788,25,2001-12-03T09:13:51-05:00,4,,Cash,Donation
2788,25,2002-12-05T13:18:14-05:00,4,,Cash,Donation
2788,25,2004-01-05T13:59:16-05:00,4,,Cash,Donation
2788,25,2004-11-24T10:14:53-05:00,4,,Cash,Donation
2788,25,2009-12-21T14:30:30.703-05:00,4,,Cash,Donation
2788,25,2014-12-15T15:59:18.483-05:00,4,,Cash,Donation
5360,5,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5360,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5360,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5360,10,1997-12-15T09:34:24-05:00,4,,Cash,Donation
5360,10,1998-12-29T13:14:04-05:00,4,,Cash,Donation
5360,10,1999-12-31T14:25:51-05:00,4,,Cash,Donation
5360,10,2000-12-06T11:09:18-05:00,4,,Cash,Donation
5360,10,2001-12-26T09:55:58-05:00,4,,Cash,Donation
5360,10,2004-11-24T10:17:42-05:00,4,,Cash,Donation
4942,5,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4942,5,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4942,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4942,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4942,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4942,20,1997-12-15T09:57:17-05:00,4,,Cash,Donation
4942,20,1998-12-29T13:14:40-05:00,4,,Cash,Donation
4942,25,2000-01-03T09:14:22-05:00,4,,Cash,Donation
4942,25,2000-12-06T11:10:07-05:00,4,,Cash,Donation
4942,25,2001-12-03T09:14:30-05:00,4,,Cash,Donation
4942,25,2002-12-05T13:18:59-05:00,4,,Cash,Donation
5395,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5395,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5395,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5395,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5395,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5395,10,1997-11-26T13:29:48-05:00,4,,Cash,Donation
5395,20,1999-11-29T14:32:39-05:00,4,,Cash,Donation
5395,10,2000-12-06T11:10:45-05:00,4,,Cash,Donation
5395,10,2001-12-03T10:21:32-05:00,4,,Cash,Donation
5395,30,2002-12-05T11:30:02-05:00,4,,Cash,Donation
5395,10,2004-01-07T10:15:43-05:00,4,,Cash,Donation
5395,10,2004-12-31T14:17:14-05:00,4,,Cash,Donation
5395,10,2006-03-07T09:56:50.263-05:00,4,,Cash,Donation
5395,10,2007-03-06T10:02:02.317-05:00,4,,Cash,Donation
5788,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5788,25,1997-11-26T13:39:20-05:00,4,,Cash,Donation
4182,75,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2796,20,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4547,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4547,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4547,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4547,50,1997-11-26T09:31:27-05:00,4,,Cash,Donation
4547,50,2000-02-01T10:45:01-05:00,4,,Cash,Donation
4547,40,2000-10-26T14:03:35-04:00,4,,Cash,Donation
4547,50,2001-12-26T10:17:35-05:00,4,,Cash,Donation
4547,50,2004-01-05T13:26:28-05:00,4,,Cash,Donation
4234,20,2004-01-05T12:05:13-05:00,4,,Cash,Donation
2802,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5601,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5601,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5601,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5824,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
5824,10,1999-03-01T14:15:54-05:00,4,,Cash,Donation
5824,10,2000-02-25T10:27:49-05:00,4,,Cash,Donation
5824,10,2000-12-21T11:40:17-05:00,4,,Cash,Donation
5824,10,2001-12-03T09:18:23-05:00,4,,Cash,Donation
5824,10,2004-01-07T10:04:21-05:00,4,,Cash,Donation
3402,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
2452,25,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4334,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
4334,10,1997-11-02T00:00:00-05:00,4,,Cash,Donation
11782,100,2002-05-01T16:35:55-04:00,5,16,Cash,Donation
7,25,1998-05-04T10:24:38-04:00,5,14,Cash,Donation
5853,100,1998-12-02T09:12:07-05:00,5,1,Cash,Donation
9554,50,2000-06-14T11:57:01-04:00,5,12,Cash,Donation
10232,500,2000-07-31T13:15:06-04:00,5,12,Cash,Donation
2088,50,1999-09-01T15:00:53-04:00,5,12,Cash,Donation
4461,20,1997-11-26T13:57:59-05:00,5,4,Cash,Donation
2095,25,1998-07-02T09:14:11-04:00,5,12,Cash,Donation
2272,25,1997-11-02T00:00:00-05:00,5,12,Cash,Donation
2272,25,1997-12-31T15:05:40-05:00,5,12,Cash,Donation
2272,25,1997-12-31T15:06:02-05:00,5,12,Cash,Donation
2272,25,1997-12-31T15:06:25-05:00,5,12,Cash,Donation
2272,25,1997-12-31T15:07:34-05:00,5,7,Cash,Donation
2272,25,1997-12-31T15:07:54-05:00,5,7,Cash,Donation
2272,45,1998-07-02T09:12:31-04:00,5,12,Cash,Donation
10472,15,2000-12-06T09:52:14-05:00,5,4,Cash,Donation
5281,25,1997-12-09T15:04:04-05:00,5,4,Cash,Donation
119,90,1998-06-05T10:25:03-04:00,5,12,Cash,Donation
2368,200,1998-03-02T17:26:51-05:00,5,16,Cash,Donation
6788,100,1998-01-27T16:48:05-05:00,5,35,Cash,Donation
2193,20,1998-01-27T16:48:54-05:00,5,7,Cash,Donation
2193,20,1998-03-02T17:31:36-05:00,5,7,Cash,Donation
2193,20,1998-03-26T16:43:43-05:00,5,7,Cash,Donation
2193,20,1998-05-04T10:36:45-04:00,5,7,Cash,Donation
2193,20,1998-06-05T10:28:33-04:00,5,7,Cash,Donation
2193,20,1998-07-02T09:38:34-04:00,5,7,Cash,Donation
2193,120,1998-08-05T13:29:31-04:00,5,12,Cash,Donation
6212,100,1998-03-02T17:35:24-05:00,5,16,Cash,Donation
2756,25,1997-12-15T09:18:59-05:00,5,4,Cash,Donation
4508,25,1997-11-26T14:16:43-05:00,5,4,Cash,Donation
6060,45,1998-08-05T14:10:38-04:00,5,12,Cash,Donation
5699,175,1998-02-04T10:20:52-05:00,5,35,Cash,Donation
6263,25,1998-05-04T11:34:20-04:00,5,14,Cash,Donation
3358,100,1998-02-04T10:30:12-05:00,5,7,Cash,Donation
5635,10,1997-11-26T14:14:27-05:00,5,4,Cash,Donation
3379,15,2008-04-04T08:25:07.563-04:00,5,7,Cash,Donation
3416,10,1998-07-02T11:27:19-04:00,5,12,Cash,Donation
2771,20,1998-03-03T08:02:16-05:00,5,4,Cash,Donation
1309,25,1997-12-31T14:16:30-05:00,5,1,Cash,Donation
1309,25,1998-12-29T14:00:42-05:00,5,1,Cash,Donation
3733,50,2005-07-01T15:34:21-04:00,5,12,Cash,Donation
3765,45,1998-07-02T11:40:36-04:00,5,12,Cash,Donation
5624,25,1997-12-09T16:49:38-05:00,5,4,Cash,Donation
3795,45,1998-07-02T11:41:19-04:00,5,12,Cash,Donation
4182,75,1997-11-02T00:00:00-05:00,5,,Cash,Donation
2808,75,2000-01-03T08:56:00-05:00,5,4,Cash,Donation
2808,50,2000-12-06T11:25:51-05:00,5,4,Cash,Donation
2808,100,2001-12-03T09:19:04-05:00,5,4,Cash,Donation
2808,50,2004-01-05T12:17:59-05:00,5,4,Cash,Donation
2808,100,2004-11-24T10:09:49-05:00,5,4,Cash,Donation
2808,100,2007-10-24T12:30:51.577-04:00,5,12,PersonalCheck,Donation
2811,100,1997-12-15T09:44:10-05:00,5,4,Cash,Donation
4405,100,1998-03-03T08:36:44-05:00,5,16,Cash,Donation
4448,20,1998-07-03T14:34:44-04:00,5,4,Cash,Donation
4448,20,1998-12-02T10:09:35-05:00,5,1,Cash,Donation
2819,25,1997-12-15T09:32:21-05:00,5,4,Cash,Donation
4627,50,2001-06-01T08:52:57-04:00,5,16,Cash,Donation
4627,50,2001-09-04T09:44:54-04:00,5,16,Cash,Donation
2824,10,1997-12-15T09:48:58-05:00,5,4,Cash,Donation
2824,10,1997-12-31T14:18:44-05:00,5,4,Cash,Donation
5873,45,1998-07-02T14:03:33-04:00,5,12,Cash,Donation
5637,25,1997-11-26T14:00:55-05:00,5,4,Cash,Donation
2827,15,1997-12-15T09:56:21-05:00,5,4,Cash,Donation
2009,100,1997-11-02T00:00:00-05:00,5,7,Cash,Donation
2009,100,1997-11-02T00:00:00-05:00,5,2,Cash,Donation
2009,50,1997-11-02T00:00:00-05:00,5,7,Cash,Donation
2009,50,1997-12-31T11:28:59-05:00,5,2,Cash,Donation
2009,10,1997-12-31T11:31:23-05:00,5,7,Cash,Donation
2009,20,1997-12-31T11:32:50-05:00,5,7,Cash,Donation
2009,25,1997-12-31T11:33:37-05:00,5,1,Cash,Donation
5124,200,1998-08-05T14:45:12-04:00,5,12,Cash,Donation
4956,10,1997-12-15T09:36:32-05:00,5,4,Cash,Donation
4956,10,1999-03-01T14:18:34-05:00,5,4,Cash,Donation
9554,25,2000-02-25T08:45:53-05:00,6,24,Cash,Donation
10232,500,2000-07-31T13:14:00-04:00,6,24,Cash,Donation
2272,50,1997-12-31T15:06:53-05:00,6,9,Cash,Donation
149,1000,1997-11-02T00:00:00-05:00,6,22,Cash,Donation
10378,25,2000-09-28T12:14:46-04:00,6,24,Cash,Donation
2756,50,1998-06-05T10:54:36-04:00,6,24,Cash,Donation
3644,1000,1997-11-02T00:00:00-05:00,6,37,Cash,Donation
3644,1000,1997-11-02T00:00:00-05:00,6,22,Cash,Donation
3644,500,1997-11-02T00:00:00-05:00,6,22,Cash,Donation
4182,75,1997-11-02T00:00:00-05:00,6,,Cash,Donation
4448,5000,1998-07-03T14:34:22-04:00,6,24,Cash,Donation
4456,200,1997-11-02T00:00:00-05:00,6,22,Cash,Donation
2009,50,1997-11-02T00:00:00-05:00,6,23,Cash,Donation
2009,100,1997-12-31T11:30:34-05:00,6,13,Cash,Donation
2009,100,1998-03-09T09:21:58-05:00,6,24,Cash,Donation
2009,100,1998-06-05T11:30:01-04:00,6,24,Cash,Donation
7,50,1997-12-30T10:38:34-05:00,7,29,Cash,Donation
5853,100,1997-11-02T00:00:00-05:00,7,32,Cash,Donation
