db_id,contact_id,amount,payment_date,campaign_id,category_id,payment_method,notes
164965,71694,20.00,2006-02-09,1082,77,Cash,Donation | Imported from RE | constituentId: 6245
174721,88432,200.00,2014-06-10,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174722,88432,200.00,2014-07-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174723,88432,200.00,2014-08-11,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174724,88432,200.00,2014-09-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174725,88432,200.00,2014-10-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174726,88432,300.00,2014-11-10,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174727,88432,300.00,2014-12-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174728,88432,300.00,2015-01-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174729,88432,300.00,2015-02-09,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174730,88432,300.00,2015-03-09,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174731,88432,300.00,2015-04-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174732,88432,300.00,2015-05-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174733,88432,300.00,2015-06-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174734,88432,300.00,2015-07-12,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174735,88432,300.00,2015-08-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174736,88432,300.00,2015-09-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174737,88432,300.00,2015-10-09,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174738,88432,300.00,2015-11-11,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174739,88432,300.00,2015-12-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174740,88432,300.00,2016-01-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174741,88432,300.00,2016-02-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174742,88432,300.00,2016-03-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174743,88432,300.00,2016-04-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174744,88432,300.00,2016-05-09,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174745,88432,300.00,2016-06-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174746,88432,300.00,2016-07-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174747,88432,300.00,2016-08-12,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174748,88432,300.00,2016-09-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174749,88432,300.00,2016-10-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174750,88432,300.00,2016-11-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174751,88432,300.00,2016-12-07,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174752,88432,300.00,2017-12-08,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 1529 | source_campaign_id: 70
174753,86877,250.00,2009-12-29,,,Cash,Donation | Imported from RE | constituentId: 3826 | source_campaign_id: 73
174754,87322,250.00,2010-02-18,,,Cash,Donation | Imported from RE | constituentId: 14641 | source_campaign_id: 73
174755,87886,100.00,2010-02-10,,,Cash,Donation | Imported from RE | constituentId: 4086 | source_campaign_id: 73
174756,88432,1000.00,2010-03-26,,,Cash,Donation | Imported from RE | constituentId: 1529 | source_campaign_id: 73
174757,89910,15.00,2010-06-03,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174758,89910,15.00,2010-07-01,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174759,89910,15.00,2010-08-02,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174760,89910,15.00,2010-09-02,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174761,89910,15.00,2010-10-01,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174762,89910,15.00,2010-11-01,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174763,89910,15.00,2010-12-03,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174764,89910,15.00,2011-01-06,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174765,89910,15.00,2011-02-01,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174766,89910,15.00,2011-03-01,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 4960 | source_campaign_id: 73
174767,67174,150.00,2009-12-31,,,Cash,Donation | Imported from RE | constituentId: 9551 | source_campaign_id: 73
174768,88305,525.00,2018-01-15,,,Cash,Donation | Imported from RE | constituentId: 4117 | source_campaign_id: 76
174769,86862,40.00,2012-01-27,,,Cash,Donation | Imported from RE | constituentId: 15520 | source_campaign_id: 78
174770,86944,3000.00,2014-03-21,,,Cash,Donation | Imported from RE | constituentId: 7144 | source_campaign_id: 78
174771,86944,500.00,2015-04-27,,,Cash,Donation | Imported from RE | constituentId: 7144 | source_campaign_id: 78
174772,86944,500.00,2017-04-11,,,Cash,Donation | Imported from RE | constituentId: 7144 | source_campaign_id: 78
174773,87034,100.00,2014-03-11,,,Cash,Donation | Imported from RE | constituentId: 12734 | source_campaign_id: 78
174774,87034,100.00,2018-04-10,,,Cash,Donation | Imported from RE | constituentId: 12734 | source_campaign_id: 78
174775,87129,200.00,2012-01-27,,,Cash,Donation | Imported from RE | constituentId: 15466 | source_campaign_id: 78
174776,87176,200.00,2015-04-14,,,CreditCard,Donation | Imported from RE | constituentId: 16753 | source_campaign_id: 78
174777,87327,80.00,2012-01-27,,,CreditCard,Donation | Imported from RE | constituentId: 6159 | source_campaign_id: 78
174778,87343,80.00,2012-02-09,,,Cash,Donation | Imported from RE | constituentId: 8594 | source_campaign_id: 78
174779,87454,80.00,2011-02-17,,,Cash,Donation | Imported from RE | constituentId: 7158 | source_campaign_id: 78
174780,87454,110.00,2016-04-19,,,CreditCard,Donation | Imported from RE | constituentId: 7158 | source_campaign_id: 78
174781,87690,100.00,2015-04-14,,,Cash,Donation | Imported from RE | constituentId: 12787 | source_campaign_id: 78
174782,87886,1000.00,2012-02-06,,,Cash,Donation | Imported from RE | constituentId: 4086 | source_campaign_id: 78
174783,87886,100.00,2015-04-09,,,Cash,Donation | Imported from RE | constituentId: 4086 | source_campaign_id: 78
174784,88040,1000.00,2010-03-26,,,Cash,Donation | Imported from RE | constituentId: 5174 | source_campaign_id: 78
174785,88040,500.00,2015-04-27,,,Cash,Donation | Imported from RE | constituentId: 5174 | source_campaign_id: 78
174786,88040,1000.00,2016-04-18,,,Cash,Donation | Imported from RE | constituentId: 5174 | source_campaign_id: 78
174787,88126,40.00,2012-02-07,,,Cash,Donation | Imported from RE | constituentId: 6592 | source_campaign_id: 78
174788,88126,50.00,2018-04-13,,,Cash,Donation | Imported from RE | constituentId: 6592 | source_campaign_id: 78
174789,88356,10.00,2014-03-28,,,Cash,Donation | Imported from RE | constituentId: 5714 | source_campaign_id: 78
174790,88356,10.00,2018-07-10,,,Cash,Donation | Imported from RE | constituentId: 5714 | source_campaign_id: 78
174791,88432,80.00,2011-05-10,,,Cash,Donation | Imported from RE | constituentId: 1529 | source_campaign_id: 78
174792,88432,80.00,2012-03-07,,,Cash,Donation | Imported from RE | constituentId: 1529 | source_campaign_id: 78
174793,88656,100.00,2017-04-14,,,Cash,Donation | Imported from RE | constituentId: 8097 | source_campaign_id: 78
174794,89910,40.00,2012-02-07,,,Cash,Donation | Imported from RE | constituentId: 4960 | source_campaign_id: 78
174795,89999,40.00,2012-02-06,,,Cash,Donation | Imported from RE | constituentId: 15523 | source_campaign_id: 78
174796,66522,500.00,2014-03-06,,,Cash,Donation | Imported from RE | constituentId: 3395 | source_campaign_id: 78
174797,66538,80.00,2012-02-09,,,CreditCard,Donation | Imported from RE | constituentId: 12392 | source_campaign_id: 78
174798,66667,3000.00,2014-02-10,,,Cash,Donation | Imported from RE | constituentId: 16093 | source_campaign_id: 78
174799,66667,3000.00,2015-04-09,,,Cash,Donation | Imported from RE | constituentId: 16093 | source_campaign_id: 78
174800,66667,3000.00,2016-04-18,,,Cash,Donation | Imported from RE | constituentId: 16093 | source_campaign_id: 78
174801,66667,3000.00,2017-07-17,,,Cash,Donation | Imported from RE | constituentId: 16093 | source_campaign_id: 78
174802,66667,3000.00,2018-04-10,,,Cash,Donation | Imported from RE | constituentId: 16093 | source_campaign_id: 78
174803,66818,100.00,2011-03-16,,,Cash,Donation | Imported from RE | constituentId: 14908 | source_campaign_id: 78
174804,66818,500.00,2012-01-31,,,Cash,Donation | Imported from RE | constituentId: 14908 | source_campaign_id: 78
174805,66818,250.00,2013-03-27,,,Cash,Donation | Imported from RE | constituentId: 14908 | source_campaign_id: 78
174806,67118,500.00,2012-01-31,,,Cash,Donation | Imported from RE | constituentId: 6546 | source_campaign_id: 78
174807,67123,40.00,2012-01-31,,,Cash,Donation | Imported from RE | constituentId: 1775 | source_campaign_id: 78
174808,67193,40.00,2012-02-09,,,Cash,Donation | Imported from RE | constituentId: 12616 | source_campaign_id: 78
174809,67210,100.00,2015-04-09,,,Cash,Donation | Imported from RE | constituentId: 12902 | source_campaign_id: 78
174810,87034,50.00,2016-04-18,,,Cash,Donation | Imported from RE | constituentId: 12734 | source_campaign_id: 82
174811,87034,100.00,2022-04-11,,,Cash,Donation | Imported from RE | constituentId: 12734 | source_campaign_id: 82
174812,87049,65.00,2022-04-06,,,CreditCard,Donation | Imported from RE | constituentId: 46277 | source_campaign_id: 82
174813,87098,60.00,2022-04-28,,,Cash,Donation | Imported from RE | constituentId: 46283 | source_campaign_id: 82
174814,87210,60.00,2017-04-21,,,Cash,Donation | Imported from RE | constituentId: 45709 | source_campaign_id: 82
174815,87211,120.00,2024-03-21,,,CreditCard,Donation | Imported from RE | constituentId: 46418 | source_campaign_id: 82
174816,87454,500.00,2022-04-11,,,Cash,Donation | Imported from RE | constituentId: 7158 | source_campaign_id: 82
174817,87454,500.00,2023-05-09,,,Cash,Donation | Imported from RE | constituentId: 7158 | source_campaign_id: 82
174818,87454,500.00,2024-04-04,,,Cash,Donation | Imported from RE | constituentId: 7158 | source_campaign_id: 82
174819,88060,505.00,2023-04-06,,,CreditCard,Donation | Imported from RE | constituentId: 46345 | source_campaign_id: 82
174820,88060,500.00,2024-03-20,,,CreditCard,Donation | Imported from RE | constituentId: 46345 | source_campaign_id: 82
174821,88166,120.00,2023-05-09,,,Cash,Donation | Imported from RE | constituentId: 46367 | source_campaign_id: 82
174822,88356,20.00,2011-02-24,,,Cash,Donation | Imported from RE | constituentId: 5714 | source_campaign_id: 82
174823,88356,15.00,2017-07-07,,,Cash,Donation | Imported from RE | constituentId: 5714 | source_campaign_id: 82
174824,88432,500.00,2024-04-13,,,CreditCard,Donation | Imported from RE | constituentId: 1529 | source_campaign_id: 82
174825,88561,60.00,2023-05-09,,,Cash,Donation | Imported from RE | constituentId: 46363 | source_campaign_id: 82
174826,89072,3000.00,2023-05-09,,,Cash,Donation | Imported from RE | constituentId: 14453 | source_campaign_id: 82
174827,89688,500.00,2023-05-09,,,Cash,Donation | Imported from RE | constituentId: 46361 | source_campaign_id: 82
174828,89849,100.00,2015-04-07,,,CreditCard,Donation | Imported from RE | constituentId: 16744 | source_campaign_id: 82
174829,66441,100.00,2024-03-24,,,CreditCard,Donation | Imported from RE | constituentId: 46419 | source_campaign_id: 82
174830,66522,500.00,2011-02-17,,,Cash,Donation | Imported from RE | constituentId: 3395 | source_campaign_id: 82
174831,66522,500.00,2013-03-25,,,Cash,Donation | Imported from RE | constituentId: 3395 | source_campaign_id: 82
174832,66577,100.00,2022-04-28,,,Cash,Donation | Imported from RE | constituentId: 46284 | source_campaign_id: 82
174833,66818,60.00,2024-04-04,,,Cash,Donation | Imported from RE | constituentId: 14908 | source_campaign_id: 82
174834,67089,1005.00,2022-04-11,,,CreditCard,Donation | Imported from RE | constituentId: 46278 | source_campaign_id: 82
174835,67118,80.00,2010-02-18,,,Cash,Donation | Imported from RE | constituentId: 6546 | source_campaign_id: 82
174836,67118,60.00,2022-04-11,,,Cash,Donation | Imported from RE | constituentId: 6546 | source_campaign_id: 82
174837,67118,130.00,2023-04-19,,,CreditCard,Donation | Imported from RE | constituentId: 6546 | source_campaign_id: 82
174838,67168,65.00,2024-03-26,,,CreditCard,Donation | Imported from RE | constituentId: 46421 | source_campaign_id: 82
174839,67390,40.00,2013-04-19,,,Cash,Donation | Imported from RE | constituentId: 12476 | source_campaign_id: 82
174840,86857,25.00,2011-05-03,,,Cash,Donation | Imported from RE | constituentId: 1377 | source_campaign_id: 85
174841,88793,55.00,2010-10-05,,,Cash,Donation | Imported from RE | constituentId: 11817 | source_campaign_id: 85
174842,86855,60.00,2025-08-04,,,CreditCard,RecurringGift | Imported from RE | constituentId: 47487 | source_campaign_id: 88
174843,86855,270.00,2025-08-11,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 47487 | source_campaign_id: 88
174844,86855,270.00,2025-09-10,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 47487 | source_campaign_id: 88
174845,86855,270.00,2025-11-11,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 47487 | source_campaign_id: 88
174846,86855,60.00,2025-12-12,,,CreditCard,RecurringGiftPayment | Imported from RE | constituentId: 47487 | source_campaign_id: 88
174847,86884,180.00,2011-10-06,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174848,86884,40.00,2011-11-11,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174849,86884,40.00,2011-12-09,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174850,86884,40.00,2012-01-09,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174851,86884,80.00,2012-02-15,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174852,86884,180.00,2012-04-11,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174853,86884,360.00,2012-06-13,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174854,86884,180.00,2012-08-01,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174855,86884,180.00,2012-08-29,,,CreditCard,RecurringGift | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174856,86884,180.00,2012-09-14,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174857,86884,180.00,2012-09-24,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174858,86884,50.00,2012-11-15,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174859,86884,40.00,2012-12-10,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174860,86884,40.00,2013-01-11,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174861,86884,40.00,2013-02-08,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174862,86884,40.00,2013-03-15,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174863,86884,180.00,2013-04-08,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174864,86884,180.00,2013-05-10,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174865,86884,180.00,2013-07-12,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174866,86884,180.00,2013-08-26,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174867,86884,180.00,2013-09-05,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174868,86884,180.00,2013-09-11,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174869,86884,40.00,2014-11-17,,,CreditCard,Donation | Imported from RE | constituentId: 15092 | source_campaign_id: 88
174870,86883,255.00,2018-08-02,,,CreditCard,Donation | Imported from RE | constituentId: 46010 | source_campaign_id: 88
174871,86933,145.00,2015-12-28,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174872,86933,70.00,2015-12-28,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174873,86933,145.00,2016-01-26,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174874,86933,145.00,2016-02-19,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174875,86933,175.00,2016-03-15,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174876,86933,175.00,2016-04-11,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174877,86933,175.00,2016-05-12,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174878,86933,175.00,2016-06-07,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174879,86933,175.00,2016-08-25,,,CreditCard,Donation | Imported from RE | constituentId: 45527 | source_campaign_id: 88
174880,86956,822.00,2021-04-17,,,CreditCard,Donation | Imported from RE | constituentId: 46151 | source_campaign_id: 88
174881,86985,100.00,2011-09-29,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174882,86985,300.00,2012-03-12,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174883,86985,201.00,2012-05-18,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174884,86985,75.00,2012-06-21,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174885,86985,50.00,2012-07-20,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174886,86985,50.00,2012-10-04,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174887,86985,200.00,2012-10-16,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174888,86985,500.00,2013-06-27,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174889,86985,634.00,2013-07-02,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174890,86985,160.00,2013-07-09,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174891,86985,170.00,2013-08-09,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174892,86985,490.00,2014-02-28,,,CreditCard,Donation | Imported from RE | constituentId: 15073 | source_campaign_id: 88
174893,87027,250.00,2016-03-30,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174894,87027,250.00,2016-05-03,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174895,87027,170.00,2016-07-06,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174896,87027,250.00,2016-09-07,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174897,87027,250.00,2016-10-14,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174898,87027,100.00,2016-12-01,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174899,87027,120.00,2017-01-10,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174900,87027,250.00,2017-04-04,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174901,87027,250.00,2017-05-10,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174902,87027,250.00,2017-06-12,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174903,87027,250.00,2017-07-06,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174904,87027,250.00,2017-08-02,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174905,87027,250.00,2017-09-14,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174906,87027,250.00,2017-10-06,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174907,87027,80.00,2017-11-15,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174908,87027,45.00,2018-01-11,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174909,87027,45.00,2018-02-20,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174910,87027,45.00,2018-03-13,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174911,87027,255.00,2018-04-09,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174912,87027,255.00,2018-05-11,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174913,87027,255.00,2018-06-22,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174914,87027,255.00,2018-07-20,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174915,87027,255.00,2018-08-21,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174916,87027,255.00,2018-09-25,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174917,87027,255.00,2018-10-29,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174918,87027,45.00,2018-11-27,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174919,87027,45.00,2018-12-28,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174920,87027,45.00,2019-01-24,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174921,87027,45.00,2019-02-13,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174922,87027,45.00,2019-03-19,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174923,87027,255.00,2019-04-05,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174924,87027,255.00,2019-04-29,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174925,87027,255.00,2019-06-04,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174926,87027,255.00,2019-07-02,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174927,87027,255.00,2019-07-30,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174928,87027,255.00,2019-09-19,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174929,87027,255.00,2019-10-15,,,CreditCard,Donation | Imported from RE | constituentId: 45558 | source_campaign_id: 88
174930,87045,805.00,2020-06-23,,,CreditCard,Donation | Imported from RE | constituentId: 46076 | source_campaign_id: 88
174931,87770,250.00,2018-04-05,,,CreditCard,Donation | Imported from RE | constituentId: 45967 | source_campaign_id: 88
174932,87784,460.00,2021-08-19,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174933,87787,51.38,2021-10-26,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174934,87787,51.38,2021-11-02,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174935,87787,51.38,2021-12-27,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174936,87787,51.38,2022-01-25,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174937,87787,51.38,2022-02-22,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174938,87787,30.83,2022-02-22,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174939,87787,267.15,2022-03-21,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174940,87784,267.15,2022-04-29,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174941,87787,267.15,2022-05-20,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174942,87787,267.15,2022-07-01,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174943,87787,267.15,2022-08-12,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174944,87787,267.15,2022-08-22,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174945,87787,267.15,2022-09-27,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174946,87784,56.51,2022-11-01,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174947,87784,56.51,2022-12-14,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174948,87787,56.51,2023-01-05,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174949,87787,56.65,2023-01-27,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174950,87787,56.65,2023-02-23,,,CreditCard,Donation | Imported from RE | constituentId: 46234 | source_campaign_id: 88
174951,87784,272.95,2023-03-24,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174952,87784,30.90,2023-03-24,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174953,87784,272.95,2023-04-25,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174954,87784,272.95,2023-05-22,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174955,87784,272.95,2023-06-23,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174956,87784,272.95,2023-07-26,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174957,87784,272.95,2023-08-31,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174958,87784,272.95,2023-09-22,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174959,87784,56.65,2023-10-31,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
174960,87784,56.65,2023-11-22,,,CreditCard,Donation | Imported from RE | constituentId: 46217 | source_campaign_id: 88
